Rest_id,D_ID,D_type,volume,Maker,D_name,Price
264,6,beer,0.5,hancock,høker,40
265,3,beer,0.4,carlsberg,blanc 1664,60
265,10,shot,0.02,underberg,underberg,25
266,3,beer,0.5,carlsberg,blanc 1664,50
266,22,cider,0.275,carlsberg,somersby,50
267,21,cider,0.275,cult,mokai,39
267,22,cider,0.275,carlsberg,somersby,55
268,6,beer,0.4,hancock,høker,50
268,20,cider,0.275,smirnoff,smirnoff ice,30
268,10,shot,0.02,underberg,underberg,25
268,5,beer,0.5,diageo,guinness,40
268,1,beer,0.4,carlsberg,carlsberg,60
269,2,beer,0.4,carlsberg,tuborg classic,40
269,23,cider,0.275,diageo,bacardi breezer,45
269,21,cider,0.275,cult,mokai,30
269,4,beer,0.4,carlsberg,tuborg,20
269,3,beer,0.5,carlsberg,blanc 1664,65
269,1,beer,0.5,carlsberg,carlsberg,20
269,10,shot,0.02,underberg,underberg,25
270,6,beer,0.5,hancock,høker,55
270,20,cider,0.275,smirnoff,smirnoff ice,39
270,22,cider,0.275,carlsberg,somersby,39
270,10,shot,0.02,underberg,underberg,30
271,10,shot,0.02,underberg,underberg,35
271,3,beer,0.5,carlsberg,blanc 1664,55
271,6,beer,0.5,hancock,høker,40
271,23,cider,0.275,diageo,bacardi breezer,30
271,1,beer,0.5,carlsberg,carlsberg,40
271,20,cider,0.275,smirnoff,smirnoff ice,45
272,3,beer,0.5,carlsberg,blanc 1664,60
272,21,cider,0.275,cult,mokai,50
272,5,beer,0.5,diageo,guinness,65
272,20,cider,0.275,smirnoff,smirnoff ice,50
272,23,cider,0.275,diageo,bacardi breezer,39
273,10,shot,0.02,underberg,underberg,30
273,5,beer,0.4,diageo,guinness,40
273,1,beer,0.5,carlsberg,carlsberg,50
273,3,beer,0.5,carlsberg,blanc 1664,50
273,22,cider,0.275,carlsberg,somersby,39
273,20,cider,0.275,smirnoff,smirnoff ice,55
273,21,cider,0.275,cult,mokai,45
274,21,cider,0.275,cult,mokai,50
274,6,beer,0.4,hancock,høker,60
274,20,cider,0.275,smirnoff,smirnoff ice,55
274,2,beer,0.5,carlsberg,tuborg classic,55
274,5,beer,0.5,diageo,guinness,40
275,20,cider,0.275,smirnoff,smirnoff ice,50
275,1,beer,0.4,carlsberg,carlsberg,20
275,21,cider,0.275,cult,mokai,45
276,5,beer,0.5,diageo,guinness,55
276,1,beer,0.5,carlsberg,carlsberg,60
276,6,beer,0.4,hancock,høker,40
276,21,cider,0.275,cult,mokai,39
276,23,cider,0.275,diageo,bacardi breezer,45
276,3,beer,0.5,carlsberg,blanc 1664,50
276,10,shot,0.02,underberg,underberg,30
277,23,cider,0.275,diageo,bacardi breezer,45
277,2,beer,0.5,carlsberg,tuborg classic,60
277,6,beer,0.4,hancock,høker,40
277,3,beer,0.5,carlsberg,blanc 1664,65
278,6,beer,0.4,hancock,høker,50
278,21,cider,0.275,cult,mokai,45
278,23,cider,0.275,diageo,bacardi breezer,45
278,10,shot,0.02,underberg,underberg,35
279,1,beer,0.4,carlsberg,carlsberg,45
279,21,cider,0.275,cult,mokai,45
279,2,beer,0.5,carlsberg,tuborg classic,20
279,6,beer,0.4,hancock,høker,55
279,4,beer,0.4,carlsberg,tuborg,45
280,5,beer,0.5,diageo,guinness,60
280,4,beer,0.4,carlsberg,tuborg,40
280,22,cider,0.275,carlsberg,somersby,45
281,23,cider,0.275,diageo,bacardi breezer,39
281,20,cider,0.275,smirnoff,smirnoff ice,39
281,6,beer,0.5,hancock,høker,50
281,2,beer,0.4,carlsberg,tuborg classic,50
281,1,beer,0.5,carlsberg,carlsberg,60
281,22,cider,0.275,carlsberg,somersby,39
281,21,cider,0.275,cult,mokai,39
282,3,beer,0.4,carlsberg,blanc 1664,65
282,6,beer,0.5,hancock,høker,50
282,22,cider,0.275,carlsberg,somersby,45
282,23,cider,0.275,diageo,bacardi breezer,30
283,20,cider,0.275,smirnoff,smirnoff ice,30
283,5,beer,0.4,diageo,guinness,40
284,10,shot,0.02,underberg,underberg,35
284,3,beer,0.5,carlsberg,blanc 1664,65
284,21,cider,0.275,cult,mokai,30
285,3,beer,0.4,carlsberg,blanc 1664,40
285,23,cider,0.275,diageo,bacardi breezer,55
285,2,beer,0.4,carlsberg,tuborg classic,20
286,2,beer,0.5,carlsberg,tuborg classic,45
286,20,cider,0.275,smirnoff,smirnoff ice,55
286,21,cider,0.275,cult,mokai,39
286,6,beer,0.5,hancock,høker,50
287,22,cider,0.275,carlsberg,somersby,30
287,23,cider,0.275,diageo,bacardi breezer,50
287,20,cider,0.275,smirnoff,smirnoff ice,30
287,21,cider,0.275,cult,mokai,39
287,10,shot,0.02,underberg,underberg,35
288,5,beer,0.4,diageo,guinness,55
288,1,beer,0.4,carlsberg,carlsberg,55
288,2,beer,0.4,carlsberg,tuborg classic,50
288,21,cider,0.275,cult,mokai,55
289,10,shot,0.02,underberg,underberg,30
289,23,cider,0.275,diageo,bacardi breezer,55
289,20,cider,0.275,smirnoff,smirnoff ice,30
290,10,shot,0.02,underberg,underberg,35
290,20,cider,0.275,smirnoff,smirnoff ice,55
290,1,beer,0.4,carlsberg,carlsberg,55
290,23,cider,0.275,diageo,bacardi breezer,39
290,4,beer,0.4,carlsberg,tuborg,50
290,21,cider,0.275,cult,mokai,50
291,22,cider,0.275,carlsberg,somersby,50
291,21,cider,0.275,cult,mokai,50
291,3,beer,0.4,carlsberg,blanc 1664,60
291,1,beer,0.4,carlsberg,carlsberg,45
291,10,shot,0.02,underberg,underberg,30
291,5,beer,0.5,diageo,guinness,50
292,1,beer,0.5,carlsberg,carlsberg,55
292,20,cider,0.275,smirnoff,smirnoff ice,45
292,2,beer,0.5,carlsberg,tuborg classic,60
292,6,beer,0.5,hancock,høker,55
292,4,beer,0.5,carlsberg,tuborg,40
292,22,cider,0.275,carlsberg,somersby,45
293,2,beer,0.4,carlsberg,tuborg classic,20
293,10,shot,0.02,underberg,underberg,30
293,22,cider,0.275,carlsberg,somersby,45
293,21,cider,0.275,cult,mokai,30
294,20,cider,0.275,smirnoff,smirnoff ice,39
294,22,cider,0.275,carlsberg,somersby,55
294,1,beer,0.5,carlsberg,carlsberg,50
294,5,beer,0.4,diageo,guinness,65
294,4,beer,0.4,carlsberg,tuborg,20
295,20,cider,0.275,smirnoff,smirnoff ice,55
295,4,beer,0.4,carlsberg,tuborg,45
295,2,beer,0.4,carlsberg,tuborg classic,20
296,20,cider,0.275,smirnoff,smirnoff ice,45
296,3,beer,0.4,carlsberg,blanc 1664,65
296,6,beer,0.5,hancock,høker,40
296,23,cider,0.275,diageo,bacardi breezer,30
297,4,beer,0.4,carlsberg,tuborg,50
297,21,cider,0.275,cult,mokai,50
297,5,beer,0.4,diageo,guinness,60
297,10,shot,0.02,underberg,underberg,35
298,3,beer,0.5,carlsberg,blanc 1664,40
298,6,beer,0.4,hancock,høker,50
298,21,cider,0.275,cult,mokai,55
298,20,cider,0.275,smirnoff,smirnoff ice,30
299,4,beer,0.4,carlsberg,tuborg,40
299,23,cider,0.275,diageo,bacardi breezer,50
299,21,cider,0.275,cult,mokai,30
299,3,beer,0.5,carlsberg,blanc 1664,50
300,6,beer,0.5,hancock,høker,55
300,1,beer,0.4,carlsberg,carlsberg,55
300,10,shot,0.02,underberg,underberg,35
301,1,beer,0.4,carlsberg,carlsberg,20
301,2,beer,0.5,carlsberg,tuborg classic,50
301,6,beer,0.4,hancock,høker,65
301,5,beer,0.4,diageo,guinness,60
301,3,beer,0.5,carlsberg,blanc 1664,60
301,10,shot,0.02,underberg,underberg,30
301,21,cider,0.275,cult,mokai,55
302,22,cider,0.275,carlsberg,somersby,30
302,6,beer,0.5,hancock,høker,40
302,3,beer,0.4,carlsberg,blanc 1664,60
302,2,beer,0.5,carlsberg,tuborg classic,45
302,4,beer,0.5,carlsberg,tuborg,60
303,5,beer,0.4,diageo,guinness,55
303,20,cider,0.275,smirnoff,smirnoff ice,45
303,2,beer,0.4,carlsberg,tuborg classic,60
303,21,cider,0.275,cult,mokai,30
303,3,beer,0.4,carlsberg,blanc 1664,55
303,4,beer,0.4,carlsberg,tuborg,60
303,1,beer,0.5,carlsberg,carlsberg,55
304,5,beer,0.5,diageo,guinness,40
304,21,cider,0.275,cult,mokai,45
305,2,beer,0.4,carlsberg,tuborg classic,55
305,10,shot,0.02,underberg,underberg,25
305,3,beer,0.5,carlsberg,blanc 1664,60
305,21,cider,0.275,cult,mokai,50
305,6,beer,0.5,hancock,høker,50
305,5,beer,0.4,diageo,guinness,60
306,2,beer,0.4,carlsberg,tuborg classic,60
306,6,beer,0.5,hancock,høker,65
306,3,beer,0.5,carlsberg,blanc 1664,60
307,5,beer,0.5,diageo,guinness,65
307,3,beer,0.5,carlsberg,blanc 1664,60
307,22,cider,0.275,carlsberg,somersby,50
307,6,beer,0.4,hancock,høker,50
307,1,beer,0.5,carlsberg,carlsberg,55
307,21,cider,0.275,cult,mokai,50
308,5,beer,0.5,diageo,guinness,50
308,2,beer,0.4,carlsberg,tuborg classic,20
308,20,cider,0.275,smirnoff,smirnoff ice,39
308,23,cider,0.275,diageo,bacardi breezer,39
309,22,cider,0.275,carlsberg,somersby,45
309,3,beer,0.5,carlsberg,blanc 1664,55
309,5,beer,0.4,diageo,guinness,50
310,6,beer,0.4,hancock,høker,60
310,4,beer,0.5,carlsberg,tuborg,45
310,20,cider,0.275,smirnoff,smirnoff ice,30
310,1,beer,0.4,carlsberg,carlsberg,20
311,3,beer,0.5,carlsberg,blanc 1664,50
311,22,cider,0.275,carlsberg,somersby,50
311,6,beer,0.5,hancock,høker,40
311,4,beer,0.5,carlsberg,tuborg,60
311,5,beer,0.4,diageo,guinness,55
312,4,beer,0.4,carlsberg,tuborg,45
312,5,beer,0.5,diageo,guinness,60
312,23,cider,0.275,diageo,bacardi breezer,30
312,2,beer,0.5,carlsberg,tuborg classic,60
313,3,beer,0.5,carlsberg,blanc 1664,55
313,23,cider,0.275,diageo,bacardi breezer,30
313,20,cider,0.275,smirnoff,smirnoff ice,30
313,4,beer,0.4,carlsberg,tuborg,20
313,10,shot,0.02,underberg,underberg,35
314,20,cider,0.275,smirnoff,smirnoff ice,39
314,10,shot,0.02,underberg,underberg,25
314,6,beer,0.5,hancock,høker,40
315,21,cider,0.275,cult,mokai,30
315,5,beer,0.4,diageo,guinness,50
316,21,cider,0.275,cult,mokai,39
316,3,beer,0.4,carlsberg,blanc 1664,40
316,6,beer,0.4,hancock,høker,50
316,2,beer,0.5,carlsberg,tuborg classic,45
316,1,beer,0.5,carlsberg,carlsberg,60
316,22,cider,0.275,carlsberg,somersby,55
316,5,beer,0.5,diageo,guinness,50
317,23,cider,0.275,diageo,bacardi breezer,45
317,6,beer,0.5,hancock,høker,60
317,20,cider,0.275,smirnoff,smirnoff ice,50
317,4,beer,0.5,carlsberg,tuborg,40
317,21,cider,0.275,cult,mokai,55
317,2,beer,0.4,carlsberg,tuborg classic,40
318,22,cider,0.275,carlsberg,somersby,45
318,3,beer,0.4,carlsberg,blanc 1664,60
318,20,cider,0.275,smirnoff,smirnoff ice,55
319,6,beer,0.5,hancock,høker,55
319,20,cider,0.275,smirnoff,smirnoff ice,50
319,10,shot,0.02,underberg,underberg,30
319,2,beer,0.4,carlsberg,tuborg classic,45
319,3,beer,0.5,carlsberg,blanc 1664,55
319,1,beer,0.5,carlsberg,carlsberg,40
320,10,shot,0.02,underberg,underberg,30
320,2,beer,0.5,carlsberg,tuborg classic,45
320,4,beer,0.5,carlsberg,tuborg,20
320,1,beer,0.5,carlsberg,carlsberg,45
320,5,beer,0.5,diageo,guinness,50
321,20,cider,0.275,smirnoff,smirnoff ice,30
321,1,beer,0.4,carlsberg,carlsberg,20
321,5,beer,0.4,diageo,guinness,60
321,10,shot,0.02,underberg,underberg,30
322,22,cider,0.275,carlsberg,somersby,50
322,20,cider,0.275,smirnoff,smirnoff ice,45
322,6,beer,0.4,hancock,høker,60
323,21,cider,0.275,cult,mokai,45
323,6,beer,0.5,hancock,høker,55
323,23,cider,0.275,diageo,bacardi breezer,45
323,22,cider,0.275,carlsberg,somersby,55
323,1,beer,0.4,carlsberg,carlsberg,40
324,5,beer,0.4,diageo,guinness,50
324,22,cider,0.275,carlsberg,somersby,30
324,4,beer,0.4,carlsberg,tuborg,50
324,2,beer,0.5,carlsberg,tuborg classic,45
325,21,cider,0.275,cult,mokai,45
325,5,beer,0.5,diageo,guinness,65
325,20,cider,0.275,smirnoff,smirnoff ice,50
325,4,beer,0.5,carlsberg,tuborg,60
325,10,shot,0.02,underberg,underberg,30
325,22,cider,0.275,carlsberg,somersby,30
325,1,beer,0.4,carlsberg,carlsberg,60
326,4,beer,0.5,carlsberg,tuborg,60
326,5,beer,0.4,diageo,guinness,50
326,3,beer,0.4,carlsberg,blanc 1664,50
326,2,beer,0.4,carlsberg,tuborg classic,55
327,3,beer,0.5,carlsberg,blanc 1664,50
327,21,cider,0.275,cult,mokai,45
327,1,beer,0.5,carlsberg,carlsberg,40
327,4,beer,0.4,carlsberg,tuborg,20
327,20,cider,0.275,smirnoff,smirnoff ice,30
328,6,beer,0.4,hancock,høker,60
328,22,cider,0.275,carlsberg,somersby,30
328,3,beer,0.4,carlsberg,blanc 1664,50
328,1,beer,0.4,carlsberg,carlsberg,50
328,21,cider,0.275,cult,mokai,39
328,20,cider,0.275,smirnoff,smirnoff ice,55
329,20,cider,0.275,smirnoff,smirnoff ice,45
329,6,beer,0.4,hancock,høker,50
329,22,cider,0.275,carlsberg,somersby,55
329,21,cider,0.275,cult,mokai,45
329,23,cider,0.275,diageo,bacardi breezer,55
329,10,shot,0.02,underberg,underberg,25
330,2,beer,0.5,carlsberg,tuborg classic,20
330,5,beer,0.5,diageo,guinness,65
330,21,cider,0.275,cult,mokai,55
330,3,beer,0.4,carlsberg,blanc 1664,65
330,10,shot,0.02,underberg,underberg,25
330,20,cider,0.275,smirnoff,smirnoff ice,30
330,6,beer,0.4,hancock,høker,60
331,20,cider,0.275,smirnoff,smirnoff ice,30
331,6,beer,0.4,hancock,høker,40
331,2,beer,0.4,carlsberg,tuborg classic,50
331,1,beer,0.5,carlsberg,carlsberg,20
331,22,cider,0.275,carlsberg,somersby,30
332,3,beer,0.4,carlsberg,blanc 1664,55
332,20,cider,0.275,smirnoff,smirnoff ice,39
332,6,beer,0.5,hancock,høker,40
332,21,cider,0.275,cult,mokai,39
332,23,cider,0.275,diageo,bacardi breezer,30
333,2,beer,0.4,carlsberg,tuborg classic,55
333,22,cider,0.275,carlsberg,somersby,50
333,5,beer,0.5,diageo,guinness,50
333,3,beer,0.4,carlsberg,blanc 1664,65
333,23,cider,0.275,diageo,bacardi breezer,50
333,21,cider,0.275,cult,mokai,45
334,4,beer,0.4,carlsberg,tuborg,40
334,2,beer,0.4,carlsberg,tuborg classic,60
334,10,shot,0.02,underberg,underberg,25
335,22,cider,0.275,carlsberg,somersby,45
335,6,beer,0.5,hancock,høker,55
335,4,beer,0.4,carlsberg,tuborg,40
335,23,cider,0.275,diageo,bacardi breezer,50
336,10,shot,0.02,underberg,underberg,35
336,3,beer,0.4,carlsberg,blanc 1664,55
336,20,cider,0.275,smirnoff,smirnoff ice,50
337,23,cider,0.275,diageo,bacardi breezer,50
337,4,beer,0.5,carlsberg,tuborg,20
337,5,beer,0.5,diageo,guinness,40
337,21,cider,0.275,cult,mokai,55
337,2,beer,0.4,carlsberg,tuborg classic,20
338,2,beer,0.4,carlsberg,tuborg classic,50
338,4,beer,0.5,carlsberg,tuborg,40
338,20,cider,0.275,smirnoff,smirnoff ice,50
339,23,cider,0.275,diageo,bacardi breezer,50
339,3,beer,0.4,carlsberg,blanc 1664,50
339,2,beer,0.5,carlsberg,tuborg classic,55
339,10,shot,0.02,underberg,underberg,30
339,5,beer,0.5,diageo,guinness,60
339,21,cider,0.275,cult,mokai,55
340,4,beer,0.4,carlsberg,tuborg,50
340,5,beer,0.5,diageo,guinness,55
340,6,beer,0.5,hancock,høker,50
340,22,cider,0.275,carlsberg,somersby,50
340,10,shot,0.02,underberg,underberg,25
340,23,cider,0.275,diageo,bacardi breezer,30
340,3,beer,0.4,carlsberg,blanc 1664,60
341,21,cider,0.275,cult,mokai,50
341,10,shot,0.02,underberg,underberg,35
341,23,cider,0.275,diageo,bacardi breezer,55
342,10,shot,0.02,underberg,underberg,25
342,20,cider,0.275,smirnoff,smirnoff ice,30
342,22,cider,0.275,carlsberg,somersby,55
342,4,beer,0.4,carlsberg,tuborg,45
342,2,beer,0.4,carlsberg,tuborg classic,45
343,21,cider,0.275,cult,mokai,30
343,22,cider,0.275,carlsberg,somersby,30
343,20,cider,0.275,smirnoff,smirnoff ice,45
343,2,beer,0.5,carlsberg,tuborg classic,20
343,10,shot,0.02,underberg,underberg,30
343,6,beer,0.5,hancock,høker,55
344,10,shot,0.02,underberg,underberg,25
344,22,cider,0.275,carlsberg,somersby,50
344,4,beer,0.4,carlsberg,tuborg,55
345,5,beer,0.5,diageo,guinness,60
345,21,cider,0.275,cult,mokai,45
346,10,shot,0.02,underberg,underberg,30
346,20,cider,0.275,smirnoff,smirnoff ice,39
347,4,beer,0.4,carlsberg,tuborg,50
347,5,beer,0.4,diageo,guinness,60
347,20,cider,0.275,smirnoff,smirnoff ice,30
347,10,shot,0.02,underberg,underberg,25
347,21,cider,0.275,cult,mokai,39
348,23,cider,0.275,diageo,bacardi breezer,45
348,6,beer,0.5,hancock,høker,55
348,4,beer,0.5,carlsberg,tuborg,45
348,20,cider,0.275,smirnoff,smirnoff ice,55
348,10,shot,0.02,underberg,underberg,35
349,2,beer,0.4,carlsberg,tuborg classic,55
349,10,shot,0.02,underberg,underberg,35
349,23,cider,0.275,diageo,bacardi breezer,39
349,21,cider,0.275,cult,mokai,45
349,1,beer,0.5,carlsberg,carlsberg,50
349,4,beer,0.5,carlsberg,tuborg,60
349,5,beer,0.5,diageo,guinness,60
350,22,cider,0.275,carlsberg,somersby,30
350,21,cider,0.275,cult,mokai,55
350,20,cider,0.275,smirnoff,smirnoff ice,50
350,2,beer,0.4,carlsberg,tuborg classic,45
350,1,beer,0.5,carlsberg,carlsberg,40
351,4,beer,0.5,carlsberg,tuborg,45
351,22,cider,0.275,carlsberg,somersby,55
351,3,beer,0.4,carlsberg,blanc 1664,55
351,1,beer,0.5,carlsberg,carlsberg,55
351,23,cider,0.275,diageo,bacardi breezer,39
351,10,shot,0.02,underberg,underberg,35
352,4,beer,0.4,carlsberg,tuborg,50
352,5,beer,0.5,diageo,guinness,55
352,3,beer,0.5,carlsberg,blanc 1664,40
352,22,cider,0.275,carlsberg,somersby,55
352,2,beer,0.4,carlsberg,tuborg classic,60
352,10,shot,0.02,underberg,underberg,30
352,1,beer,0.4,carlsberg,carlsberg,20
353,10,shot,0.02,underberg,underberg,30
353,22,cider,0.275,carlsberg,somersby,50
354,3,beer,0.4,carlsberg,blanc 1664,55
354,22,cider,0.275,carlsberg,somersby,50
354,6,beer,0.5,hancock,høker,40
354,5,beer,0.4,diageo,guinness,65
355,22,cider,0.275,carlsberg,somersby,39
355,6,beer,0.5,hancock,høker,50
355,1,beer,0.5,carlsberg,carlsberg,60
356,20,cider,0.275,smirnoff,smirnoff ice,50
356,6,beer,0.5,hancock,høker,60
356,1,beer,0.5,carlsberg,carlsberg,45
357,6,beer,0.5,hancock,høker,40
357,22,cider,0.275,carlsberg,somersby,30
357,4,beer,0.4,carlsberg,tuborg,55
357,21,cider,0.275,cult,mokai,55
358,5,beer,0.5,diageo,guinness,40
358,21,cider,0.275,cult,mokai,45
358,22,cider,0.275,carlsberg,somersby,55
359,20,cider,0.275,smirnoff,smirnoff ice,50
359,1,beer,0.5,carlsberg,carlsberg,45
359,4,beer,0.5,carlsberg,tuborg,40
359,22,cider,0.275,carlsberg,somersby,50
359,23,cider,0.275,diageo,bacardi breezer,30
360,10,shot,0.02,underberg,underberg,25
360,1,beer,0.4,carlsberg,carlsberg,20
360,22,cider,0.275,carlsberg,somersby,45
360,20,cider,0.275,smirnoff,smirnoff ice,39
360,4,beer,0.4,carlsberg,tuborg,60
360,21,cider,0.275,cult,mokai,45
360,3,beer,0.4,carlsberg,blanc 1664,65
361,20,cider,0.275,smirnoff,smirnoff ice,50
361,23,cider,0.275,diageo,bacardi breezer,55
361,1,beer,0.4,carlsberg,carlsberg,45
361,22,cider,0.275,carlsberg,somersby,39
362,4,beer,0.5,carlsberg,tuborg,55
362,2,beer,0.4,carlsberg,tuborg classic,50
362,10,shot,0.02,underberg,underberg,35
362,1,beer,0.4,carlsberg,carlsberg,55
362,20,cider,0.275,smirnoff,smirnoff ice,45
363,5,beer,0.5,diageo,guinness,65
363,21,cider,0.275,cult,mokai,50
363,6,beer,0.5,hancock,høker,55
363,20,cider,0.275,smirnoff,smirnoff ice,55
363,3,beer,0.4,carlsberg,blanc 1664,55
364,21,cider,0.275,cult,mokai,30
364,4,beer,0.4,carlsberg,tuborg,50
364,22,cider,0.275,carlsberg,somersby,55
364,2,beer,0.5,carlsberg,tuborg classic,50
364,5,beer,0.4,diageo,guinness,60
365,23,cider,0.275,diageo,bacardi breezer,30
365,5,beer,0.5,diageo,guinness,55
365,20,cider,0.275,smirnoff,smirnoff ice,50
365,1,beer,0.5,carlsberg,carlsberg,50
365,3,beer,0.4,carlsberg,blanc 1664,50
365,4,beer,0.5,carlsberg,tuborg,40
365,21,cider,0.275,cult,mokai,55
366,2,beer,0.5,carlsberg,tuborg classic,55
366,23,cider,0.275,diageo,bacardi breezer,39
366,21,cider,0.275,cult,mokai,50
366,3,beer,0.4,carlsberg,blanc 1664,40
367,21,cider,0.275,cult,mokai,39
367,23,cider,0.275,diageo,bacardi breezer,30
367,22,cider,0.275,carlsberg,somersby,50
367,4,beer,0.4,carlsberg,tuborg,40
367,20,cider,0.275,smirnoff,smirnoff ice,45
367,5,beer,0.5,diageo,guinness,55
367,10,shot,0.02,underberg,underberg,30
368,6,beer,0.5,hancock,høker,40
368,1,beer,0.4,carlsberg,carlsberg,45
368,5,beer,0.5,diageo,guinness,55
368,20,cider,0.275,smirnoff,smirnoff ice,50
368,2,beer,0.5,carlsberg,tuborg classic,50
368,22,cider,0.275,carlsberg,somersby,55
369,20,cider,0.275,smirnoff,smirnoff ice,39
369,3,beer,0.4,carlsberg,blanc 1664,40
369,23,cider,0.275,diageo,bacardi breezer,30
369,5,beer,0.4,diageo,guinness,40
370,21,cider,0.275,cult,mokai,45
370,5,beer,0.4,diageo,guinness,40
370,4,beer,0.4,carlsberg,tuborg,55
370,22,cider,0.275,carlsberg,somersby,30
370,3,beer,0.4,carlsberg,blanc 1664,40
370,10,shot,0.02,underberg,underberg,25
371,1,beer,0.4,carlsberg,carlsberg,60
371,2,beer,0.4,carlsberg,tuborg classic,45
371,20,cider,0.275,smirnoff,smirnoff ice,39
372,3,beer,0.4,carlsberg,blanc 1664,50
372,1,beer,0.4,carlsberg,carlsberg,60
372,21,cider,0.275,cult,mokai,55
373,6,beer,0.4,hancock,høker,50
373,22,cider,0.275,carlsberg,somersby,55
373,10,shot,0.02,underberg,underberg,30
373,1,beer,0.5,carlsberg,carlsberg,55
374,21,cider,0.275,cult,mokai,55
374,10,shot,0.02,underberg,underberg,25
374,20,cider,0.275,smirnoff,smirnoff ice,55
374,6,beer,0.5,hancock,høker,60
374,4,beer,0.5,carlsberg,tuborg,45
375,1,beer,0.4,carlsberg,carlsberg,45
375,23,cider,0.275,diageo,bacardi breezer,39
375,4,beer,0.4,carlsberg,tuborg,50
375,6,beer,0.4,hancock,høker,50
376,6,beer,0.4,hancock,høker,55
376,10,shot,0.02,underberg,underberg,30
376,2,beer,0.5,carlsberg,tuborg classic,55
376,1,beer,0.4,carlsberg,carlsberg,60
376,22,cider,0.275,carlsberg,somersby,45
377,6,beer,0.4,hancock,høker,65
377,3,beer,0.4,carlsberg,blanc 1664,60
377,20,cider,0.275,smirnoff,smirnoff ice,50
377,4,beer,0.5,carlsberg,tuborg,55
378,6,beer,0.4,hancock,høker,55
378,23,cider,0.275,diageo,bacardi breezer,50
378,21,cider,0.275,cult,mokai,55
378,3,beer,0.4,carlsberg,blanc 1664,65
378,20,cider,0.275,smirnoff,smirnoff ice,50
379,23,cider,0.275,diageo,bacardi breezer,45
379,21,cider,0.275,cult,mokai,50
379,1,beer,0.4,carlsberg,carlsberg,40
379,20,cider,0.275,smirnoff,smirnoff ice,45
379,10,shot,0.02,underberg,underberg,30
380,20,cider,0.275,smirnoff,smirnoff ice,39
380,23,cider,0.275,diageo,bacardi breezer,30
380,2,beer,0.5,carlsberg,tuborg classic,60
380,6,beer,0.4,hancock,høker,65
380,3,beer,0.4,carlsberg,blanc 1664,60
380,4,beer,0.5,carlsberg,tuborg,45
381,3,beer,0.4,carlsberg,blanc 1664,40
381,5,beer,0.5,diageo,guinness,40
381,4,beer,0.4,carlsberg,tuborg,45
381,23,cider,0.275,diageo,bacardi breezer,45
381,21,cider,0.275,cult,mokai,55
381,20,cider,0.275,smirnoff,smirnoff ice,39
381,10,shot,0.02,underberg,underberg,35
382,22,cider,0.275,carlsberg,somersby,45
382,3,beer,0.5,carlsberg,blanc 1664,65
382,10,shot,0.02,underberg,underberg,35
383,21,cider,0.275,cult,mokai,45
383,3,beer,0.4,carlsberg,blanc 1664,55
383,2,beer,0.4,carlsberg,tuborg classic,40
383,5,beer,0.4,diageo,guinness,65
384,21,cider,0.275,cult,mokai,55
384,1,beer,0.4,carlsberg,carlsberg,40
384,10,shot,0.02,underberg,underberg,30
384,2,beer,0.4,carlsberg,tuborg classic,45
384,6,beer,0.4,hancock,høker,55
384,5,beer,0.5,diageo,guinness,65
385,2,beer,0.4,carlsberg,tuborg classic,55
385,23,cider,0.275,diageo,bacardi breezer,55
385,20,cider,0.275,smirnoff,smirnoff ice,50
385,5,beer,0.4,diageo,guinness,50
386,6,beer,0.5,hancock,høker,40
386,2,beer,0.4,carlsberg,tuborg classic,40
387,2,beer,0.5,carlsberg,tuborg classic,60
387,23,cider,0.275,diageo,bacardi breezer,55
387,10,shot,0.02,underberg,underberg,25
387,22,cider,0.275,carlsberg,somersby,30
388,22,cider,0.275,carlsberg,somersby,45
388,20,cider,0.275,smirnoff,smirnoff ice,45
388,23,cider,0.275,diageo,bacardi breezer,39
388,21,cider,0.275,cult,mokai,30
388,2,beer,0.5,carlsberg,tuborg classic,40
388,4,beer,0.4,carlsberg,tuborg,20
388,5,beer,0.4,diageo,guinness,40
389,3,beer,0.5,carlsberg,blanc 1664,40
389,10,shot,0.02,underberg,underberg,25
389,6,beer,0.4,hancock,høker,40
389,20,cider,0.275,smirnoff,smirnoff ice,39
389,2,beer,0.4,carlsberg,tuborg classic,45
390,22,cider,0.275,carlsberg,somersby,55
390,10,shot,0.02,underberg,underberg,25
390,3,beer,0.5,carlsberg,blanc 1664,65
390,6,beer,0.4,hancock,høker,55
390,1,beer,0.5,carlsberg,carlsberg,45
390,2,beer,0.4,carlsberg,tuborg classic,55
391,6,beer,0.5,hancock,høker,50
391,2,beer,0.5,carlsberg,tuborg classic,60
391,21,cider,0.275,cult,mokai,50
391,22,cider,0.275,carlsberg,somersby,30
391,10,shot,0.02,underberg,underberg,25
392,22,cider,0.275,carlsberg,somersby,30
392,3,beer,0.4,carlsberg,blanc 1664,50
392,1,beer,0.4,carlsberg,carlsberg,20
392,2,beer,0.5,carlsberg,tuborg classic,60
393,21,cider,0.275,cult,mokai,39
393,6,beer,0.4,hancock,høker,60
393,22,cider,0.275,carlsberg,somersby,30
393,4,beer,0.4,carlsberg,tuborg,45
394,20,cider,0.275,smirnoff,smirnoff ice,45
394,5,beer,0.4,diageo,guinness,55
394,2,beer,0.4,carlsberg,tuborg classic,40
394,23,cider,0.275,diageo,bacardi breezer,30
395,21,cider,0.275,cult,mokai,50
